Name,Host Compromise ratio (compromised hosts / total hosts),MTD Interval,Network Size,MTD Execution Frequency,Attack Success Rate,Mean Time to Compromise (s)
alternative,0.5,200,75,0.005034153598196354,0.28037944092789296,7279.052491356522
alternative,0.6,200,75,0.005034153598196354,0.27846540650469837,8592.802588879915
alternative,0.7,200,75,0.005034153598196354,0.28711670182198556,9540.917728410746
alternative,0.8,200,75,0.005034153598196354,0.29443074709546907,10425.165236476994
alternative,0.1,200,100,0.00503005762721323,0.36682231933588016,2797.5988850703566
alternative,0.2,200,100,0.00503005762721323,0.4220469503578733,4031.410289302102
alternative,0.3,200,100,0.00503005762721323,0.46139005676579764,4915.3006083596565
alternative,0.4,200,100,0.00503005762721323,0.4873157369723264,5689.231487326007
alternative,0.5,200,100,0.00503005762721323,0.5022092159715267,6501.06253109566
alternative,0.6,200,100,0.00503005762721323,0.49736472514334673,7488.7214020024585
alternative,0.7,200,100,0.00503005762721323,0.44497728433162315,9053.292297862232
alternative,0.8,200,100,0.00503005762721323,0.37370869347485663,11423.726863513459
simultaneous,0.1,100,25,0.009886367338991075,0.18752605706687678,864.3091495034429
simultaneous,0.2,100,25,0.009886367338991075,0.19228727465261947,1621.8776609564372
simultaneous,0.3,100,25,0.009886367338991075,0.22908457237384108,2040.3799538861128
simultaneous,0.4,100,25,0.009886367338991075,0.21929970213525288,2868.958841227043
simultaneous,0.5,100,25,0.009886367338991075,0.23506838798978344,3344.270170094028
simultaneous,0.6,100,25,0.009886367338991075,0.2351936310463169,4020.743780551225
simultaneous,0.7,100,25,0.009886367338991075,0.24061193453129767,4671.474564615379
simultaneous,0.8,100,25,0.009886367338991075,0.23793594833882473,5347.671353601968
simultaneous,0.1,100,50,0.009763447994891324,0.1353101458976695,1918.7949011668616
simultaneous,0.2,100,50,0.009763447994891324,0.18926313555832688,2574.3614607680724
simultaneous,0.3,100,50,0.009763447994891324,0.18471725048821852,3900.84404970818
simultaneous,0.4,100,50,0.009763447994891324,0.14386113897866942,6735.664729043251
simultaneous,0.5,100,50,0.009763447994891324,0.1488761987488061,7977.802929927269
simultaneous,0.6,100,50,0.009763447994891324,0.1541236358952512,9070.311112905252
simultaneous,0.7,100,50,0.009763447994891324,0.16452916244768523,9805.288166249997
simultaneous,0.8,100,50,0.009763447994891324,0.17332863504051083,10523.52746707607
simultaneous,0.1,100,75,0.00969426478277429,0.22934904559504368,1992.9540254429323
simultaneous,0.2,100,75,0.00969426478277429,0.12924331360064248,5658.66042790376
simultaneous,0.3,100,75,0.00969426478277429,0.10305146654853548,10030.511954665108
simultaneous,0.4,100,75,0.00969426478277429,0.10220537107664328,13724.609607251654
simultaneous,0.5,100,75,0.00969426478277429,0.10706511408795408,15974.488751301558
simultaneous,0.6,100,75,0.00969426478277429,0.1166723026699236,17289.992652896563
simultaneous,0.7,100,75,0.00969426478277429,0.12743583435170977,18236.397117078897
simultaneous,0.8,100,75,0.00969426478277429,0.1371426104818382,19207.174997686107
simultaneous,0.1,100,100,0.009681393179616665,0.2003181280146829,3183.06316530486
simultaneous,0.2,100,100,0.009681393179616665,0.2251173917374717,4895.812940287283
simultaneous,0.3,100,100,0.009681393179616665,0.24131138514114817,6268.407795391686
simultaneous,0.4,100,100,0.009681393179616665,0.25371262457432125,7565.495307519828
simultaneous,0.5,100,100,0.009681393179616665,0.26132745354180703,8885.102118869392
simultaneous,0.6,100,100,0.009681393179616665,0.24266844523555592,11319.216846852054
simultaneous,0.7,100,100,0.009681393179616665,0.18493868855129073,17396.03459919052
simultaneous,0.8,100,100,0.009681393179616665,0.16159695246630867,21885.938239194533
simultaneous,0.1,200,25,0.010233034817061932,0.19895454573376392,829.6452941008363
simultaneous,0.2,200,25,0.010233034817061932,0.20487712902555086,1529.8075647898163
simultaneous,0.3,200,25,0.010233034817061932,0.23783885736248597,1960.994723149572
simultaneous,0.4,200,25,0.010233034817061932,0.23012949901163288,2735.1475393357896
simultaneous,0.5,200,25,0.010233034817061932,0.24715601148946365,3148.7078316076554
simultaneous,0.6,200,25,0.010233034817061932,0.24881706120829733,3701.90549127249
simultaneous,0.7,200,25,0.010233034817061932,0.25760217123472373,4266.753254914559
simultaneous,0.8,200,25,0.010233034817061932,0.25290911591331583,4920.0425652615795
simultaneous,0.1,200,50,0.010095650861073257,0.15787157784858627,1642.326935721922
simultaneous,0.2,200,50,0.010095650861073257,0.20658196221582417,2328.3811401467697
simultaneous,0.3,200,50,0.010095650861073257,0.1748809673124122,4061.9554883980436
simultaneous,0.4,200,50,0.010095650861073257,0.12570937054259776,7462.305744608899
simultaneous,0.5,200,50,0.010095650861073257,0.13181814463406197,8759.164031605087
simultaneous,0.6,200,50,0.010095650861073257,0.13520924550438804,10028.704033133079
simultaneous,0.7,200,50,0.010095650861073257,0.14389487551805205,11022.65275743048
simultaneous,0.8,200,50,0.010095650861073257,0.15298988190699267,11711.582921265714
simultaneous,0.1,200,75,0.010046030410281204,0.23704498516894987,1945.5023888574974
simultaneous,0.2,200,75,0.010046030410281204,0.08553826845729098,15246.500339772327
simultaneous,0.3,200,75,0.010046030410281204,0.08972765598192037,16852.476930909685
simultaneous,0.4,200,75,0.010046030410281204,0.09156323878012282,19119.80254360449
simultaneous,0.5,200,75,0.010046030410281204,0.09389868887107422,21355.761772324753
simultaneous,0.6,200,75,0.010046030410281204,0.10291546201503163,22604.20994844693
simultaneous,0.7,200,75,0.010046030410281204,0.1132138941895319,23464.057069621547
simultaneous,0.8,200,75,0.010046030410281204,0.12263849824935569,24327.86723042401
simultaneous,0.1,200,100,0.010044620353573161,0.2124566962864031,3087.447923523834
simultaneous,0.2,200,100,0.010044620353573161,0.23335234036282032,4764.288003393374
simultaneous,0.3,200,100,0.010044620353573161,0.24598911766527526,6144.372144529749
simultaneous,0.4,200,100,0.010044620353573161,0.2569275372092151,7402.588804536624
simultaneous,0.5,200,100,0.010044620353573161,0.26423326170227074,8724.168112065094
simultaneous,0.6,200,100,0.010044620353573161,0.22947844170976495,12521.167273284715
simultaneous,0.7,200,100,0.010044620353573161,0.1799488208365839,17590.51923394353
simultaneous,0.8,200,100,0.010044620353573161,0.16052145173515459,21687.18579406069
