Name,Host Compromise ratio (compromised hosts / total hosts),MTD Interval,Network Size,MTD Execution Frequency,Attack Success Rate,Mean Time to Compromise (s)
DAP_OSDiversity_2,0.7,100,75,0.0066835151525072,0.4160509982285429,7698.291423496417
DAP_OSDiversity_2,0.8,100,75,0.0066835151525072,0.4189787273927762,8468.206700815166
DAP_OSDiversity_2,0.1,100,100,0.0066772499507219,0.2728056545034746,2070.6485851453976
DAP_OSDiversity_2,0.2,100,100,0.0066772499507219,0.3416252575976691,3582.282648712013
DAP_OSDiversity_2,0.3,100,100,0.0066772499507219,0.3738236099239179,5044.369790950094
DAP_OSDiversity_2,0.4,100,100,0.0066772499507219,0.395493183223816,6361.115070809177
DAP_OSDiversity_2,0.5,100,100,0.0066772499507219,0.4115270677003329,7658.5931610809
DAP_OSDiversity_2,0.6,100,100,0.0066772499507219,0.4396093970858837,8331.832302677229
DAP_OSDiversity_2,0.7,100,100,0.0066772499507219,0.46210569702329,8980.616345466831
DAP_OSDiversity_2,0.8,100,100,0.0066772499507219,0.4707360944535886,9963.144622063486
DAP_OSDiversity_2,0.1,200,25,0.0034621167459875,0.3764781746031747,-313.8335879456888
DAP_OSDiversity_2,0.2,200,25,0.0034621167459875,0.3645137542196364,780.7325392089399
DAP_OSDiversity_2,0.3,200,25,0.0034621167459875,0.4010864157323809,1546.328815947019
DAP_OSDiversity_2,0.4,200,25,0.0034621167459875,0.4136887411272714,2223.919222742317
DAP_OSDiversity_2,0.5,200,25,0.0034621167459875,0.4544714737223788,2561.000817223348
DAP_OSDiversity_2,0.6,200,25,0.0034621167459875,0.4592487031188204,3164.9614099392866
DAP_OSDiversity_2,0.7,200,25,0.0034621167459875,0.4905666673118678,3448.655940995097
DAP_OSDiversity_2,0.8,200,25,0.0034621167459875,0.5002825183925426,3780.4980201093413
DAP_OSDiversity_2,0.1,200,50,0.0034391758196728,0.3889497001106907,174.43348456901526
DAP_OSDiversity_2,0.2,200,50,0.0034391758196728,0.4564049386759802,1086.937011836717
DAP_OSDiversity_2,0.3,200,50,0.0034391758196728,0.4916265846587118,1909.4949371923167
DAP_OSDiversity_2,0.4,200,50,0.0034391758196728,0.5257007006890818,2478.318486049084
DAP_OSDiversity_2,0.5,200,50,0.0034391758196728,0.551069504276096,2996.4875606468504
DAP_OSDiversity_2,0.6,200,50,0.0034391758196728,0.5735055383602806,3483.59416295777
DAP_OSDiversity_2,0.7,200,50,0.0034391758196728,0.5862476237703135,4029.6566001121146
DAP_OSDiversity_2,0.8,200,50,0.0034391758196728,0.5997517634217077,4452.203495255039
DAP_OSDiversity_2,0.1,200,75,0.0034021416844146,0.3908565910241775,1286.6492527475102
DAP_OSDiversity_2,0.2,200,75,0.0034021416844146,0.4529409161982775,2784.1002482303793
DAP_OSDiversity_2,0.3,200,75,0.0034021416844146,0.5117838346462241,3620.8163957139095
DAP_OSDiversity_2,0.4,200,75,0.0034021416844146,0.5309720708420551,4427.814983563094
DAP_OSDiversity_2,0.5,200,75,0.0034021416844146,0.5524479825904771,5129.486677584002
DAP_OSDiversity_2,0.6,200,75,0.0034021416844146,0.5665126185366671,5837.613628502475
DAP_OSDiversity_2,0.7,200,75,0.0034021416844146,0.5853218537248167,6434.80390962073
DAP_OSDiversity_2,0.8,200,75,0.0034021416844146,0.5797885824716587,7137.225693601415
DAP_OSDiversity_2,0.1,200,100,0.0033938343719447,0.4805584276703534,1071.5473425608584
DAP_OSDiversity_2,0.2,200,100,0.0033938343719447,0.5496820044771704,2364.477872798647
DAP_OSDiversity_2,0.3,200,100,0.0033938343719447,0.5856661783213073,3595.8957872822257
DAP_OSDiversity_2,0.4,200,100,0.0033938343719447,0.599892131984187,4721.410414875114
DAP_OSDiversity_2,0.5,200,100,0.0033938343719447,0.6155992205802852,5732.830624166068
DAP_OSDiversity_2,0.6,200,100,0.0033938343719447,0.6414730145942101,6333.325816698851
DAP_OSDiversity_2,0.7,200,100,0.0033938343719447,0.6599680389499822,6949.97625861522
DAP_OSDiversity_2,0.8,200,100,0.0033938343719447,0.6611166403948131,7904.708336030588
DAP_OSDiversity_3,0.1,100,25,0.0080120890712939,0.1675066338643956,202.08711853539648
DAP_OSDiversity_3,0.2,100,25,0.0080120890712939,0.15794962235962,1723.6805031089189
DAP_OSDiversity_3,0.3,100,25,0.0080120890712939,0.1724557224606594,2742.46984831262
DAP_OSDiversity_3,0.4,100,25,0.0080120890712939,0.1794123134645882,3744.1525611663874
DAP_OSDiversity_3,0.5,100,25,0.0080120890712939,0.2018309775747867,4205.175472386193
DAP_OSDiversity_3,0.6,100,25,0.0080120890712939,0.2060297160772021,5057.933370938829
DAP_OSDiversity_3,0.7,100,25,0.0080120890712939,0.2265999654635346,5345.762457058818
